date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,665","3,204","1,586","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000",0,"1,000","1,000",16,6,6,4,6,0,"22,912"
1-Jan-08,"4,338","3,491","3,073","1,755","1,801",89,102,95,101,101,101,98,101,94,88,90,89,252,98,98,102,102,"3,078",294,277,280,279,274,279,280,278,280,279,278,"4,783",971,875,994,0,947,996,12,5,4,3,5,5,"22,341"
2-Jan-08,"4,335","3,496","3,078","1,749","1,798",88,102,95,101,102,101,98,100,93,88,90,89,253,97,97,102,102,"3,075",294,278,277,279,271,280,280,280,279,279,278,"4,779",969,875,996,0,945,994,12,5,4,3,5,0,"22,327"
3-Jan-08,"4,323","3,506","3,090","1,741","1,795",88,101,95,100,101,101,101,100,98,87,89,89,253,95,95,101,101,"3,079",293,279,279,280,272,279,280,280,279,279,279,"4,786",969,875,"1,000",0,948,994,12,5,4,3,5,5,"22,342"
4-Jan-08,"4,327","3,506","3,090","1,754","1,802",88,101,95,100,101,101,100,97,99,87,91,91,255,99,99,98,100,"3,085",294,279,280,280,273,279,280,280,280,280,280,"4,793",969,875,"1,000",0,956,993,12,5,4,3,5,4,"22,378"
5-Jan-08,"4,327","3,510","3,087","1,754","1,798",88,101,95,100,101,101,100,97,99,87,90,91,254,97,99,98,100,"3,081",294,279,279,280,272,279,280,279,280,279,280,"4,792",968,875,"1,000",0,956,993,12,5,4,3,5,4,"22,370"
6-Jan-08,"4,324","3,507","3,085","1,754","1,795",88,101,95,100,99,101,100,97,99,87,90,91,253,97,99,98,100,"3,080",294,279,279,280,271,279,280,279,280,279,280,"4,788",967,874,999,0,955,993,12,5,4,3,5,4,"22,354"
7-Jan-08,"4,311","3,502","3,102","1,776","1,796",88,101,95,100,99,101,98,96,99,87,90,91,255,99,97,101,99,"3,081",294,280,279,280,270,280,280,279,280,279,280,"4,788",969,872,997,0,954,996,13,6,4,3,5,6,"22,380"
8-Jan-08,"4,306","3,488","3,134","1,774","1,809",91,101,95,100,99,101,98,100,99,92,90,87,257,101,98,101,99,"3,082",294,280,280,279,271,280,280,280,280,279,279,"4,791",970,872,"1,000",0,953,996,13,6,4,3,5,9,"22,411"
9-Jan-08,"4,324","3,494","3,131","1,767","1,800",91,101,94,100,97,101,98,99,99,92,89,88,257,101,98,98,97,"3,084",294,280,280,279,274,280,280,280,280,278,279,"4,784",971,869,999,0,949,996,13,6,4,3,5,8,"22,410"
