date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,560","4,131",58,0,"3,082","1,781","1,454",0,0,124,324,96,102,102,0,0,0,0,62,58,93,93,178,28,50,82,0,0,62,0,"4,556",300,369,280,310,342,280,274,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,122,40,34,8,42,40,"24,226"
18-Jan-19,"3,242","3,828",36,0,"3,016","1,292",888,0,0,73,211,55,67,44,0,0,0,0,61,45,65,56,136,19,9,0,0,0,47,0,"3,694",239,282,260,238,193,199,264,276,252,262,262,276,173,263,255,"3,155",0,"1,251",989,0,915,7,0,4,3,15,2,8,5,0,0,"19,173"
19-Jan-19,"3,243","3,828",36,0,"3,013","1,292",885,0,0,72,209,55,67,44,0,0,0,0,61,45,65,56,136,19,9,0,0,0,47,0,"3,694",239,282,260,238,193,199,264,276,252,262,262,276,173,263,255,"3,155",0,"1,251",989,0,915,7,0,4,3,15,2,8,5,0,0,"19,168"
20-Jan-19,"3,241","3,828",36,0,"3,013","1,292",885,0,0,72,209,55,67,44,0,0,0,0,61,45,65,56,136,19,9,0,0,0,47,0,"3,693",239,282,260,238,193,198,264,276,252,262,262,276,173,263,255,"3,155",0,"1,251",989,0,915,7,0,4,3,15,2,8,5,0,0,"19,165"
21-Jan-19,"3,240","3,831",34,0,"3,012","1,292",905,0,0,78,204,60,73,44,0,0,0,0,61,45,65,56,145,19,8,0,0,0,47,0,"3,693",239,282,260,238,193,198,264,276,252,262,262,276,173,263,255,"3,152",0,"1,251",988,0,913,7,0,4,3,15,2,8,5,0,0,"19,181"
22-Jan-19,"3,241","3,744",34,0,"3,039","1,284",928,0,0,79,198,58,76,48,0,0,0,0,66,53,67,55,143,19,17,0,0,0,49,0,"3,726",240,288,260,236,192,197,265,276,276,260,260,276,171,275,254,"3,158",0,"1,229",998,0,931,7,0,4,3,14,3,6,5,0,0,"19,175"
23-Jan-19,"3,254","3,693",36,0,"3,047","1,245",951,0,0,80,225,57,76,46,0,0,0,0,67,52,67,54,142,19,17,0,0,0,49,0,"3,749",240,288,262,236,207,196,264,276,276,254,277,277,171,272,253,"3,158",0,"1,226",998,0,934,7,0,4,3,14,3,6,5,0,0,"19,154"
24-Jan-19,"3,225","3,801",36,0,"3,051","1,234",952,0,0,80,224,56,76,46,0,0,0,0,67,52,68,53,141,19,17,0,0,0,53,0,"3,779",245,291,272,239,208,204,264,278,275,254,277,277,171,272,252,"3,149",0,"1,218",997,0,934,7,0,4,3,14,3,6,5,0,0,"19,248"
25-Jan-19,"3,245","3,780",36,0,"3,032","1,229",950,0,0,79,224,54,71,44,0,0,0,0,67,48,78,53,143,19,17,0,0,0,53,0,"3,797",245,291,278,243,225,203,264,276,271,254,277,277,169,270,254,"3,144",0,"1,213",995,0,936,7,0,4,3,17,3,10,4,0,0,"19,237"
26-Jan-19,"3,245","3,816",36,0,"3,028","1,229",950,0,0,79,224,54,71,44,0,0,0,0,67,48,78,53,143,19,17,0,0,0,53,0,"3,796",245,291,278,243,225,203,264,276,271,254,277,277,169,270,253,"3,144",0,"1,213",995,0,936,7,0,4,3,17,3,10,4,0,0,"19,268"
