date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,627","3,665","3,204","1,722","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,148"
19-Jan-09,"4,089","3,554","3,124","1,686","1,762",89,97,95,96,96,97,96,96,100,91,91,88,249,94,97,91,99,"2,980",279,274,271,277,254,272,273,269,270,271,270,"5,486",955,"1,354",981,"1,221",975,12,4,4,4,6,8,"22,707"
20-Jan-09,"4,082","3,555","3,120","1,693","1,758",89,96,95,96,96,97,96,94,100,90,91,90,248,94,97,91,98,"2,975",279,273,270,275,253,272,273,269,270,271,270,"5,480",955,"1,352",979,"1,220",974,12,4,4,4,6,6,"22,687"
21-Jan-09,"4,080","3,532","3,117","1,726","1,728",86,96,93,96,94,95,94,90,99,90,86,86,246,92,97,91,97,"2,969",278,273,270,275,252,272,272,267,269,271,270,"5,475",956,"1,349",979,"1,218",973,12,4,4,4,6,6,"22,651"
22-Jan-09,"4,073","3,535","3,116","1,757","1,729",87,96,93,97,94,100,94,90,99,89,83,85,246,92,97,91,96,"2,961",277,273,265,275,251,272,272,266,269,271,270,"5,465",955,"1,348",978,"1,213",971,12,4,4,4,6,9,"22,663"
23-Jan-09,"4,059","3,522","3,123","1,762","1,676",85,96,92,92,100,97,90,86,97,79,81,81,238,84,93,94,91,"2,964",278,273,263,275,258,272,271,266,268,270,270,"5,471",955,"1,356",981,"1,209",970,12,4,4,4,6,76,"22,671"
24-Jan-09,"4,057","3,518","3,122","1,762","1,674",85,96,92,92,100,97,90,86,97,79,81,81,236,84,93,94,91,"2,961",277,273,263,274,258,272,271,266,267,270,270,"5,468",955,"1,356",978,"1,209",970,11,4,3,4,6,76,"22,655"
25-Jan-09,"4,056","3,518","3,121","1,762","1,673",85,96,92,91,100,97,90,86,97,79,81,81,236,84,93,94,91,"2,960",277,273,263,273,258,272,271,266,267,270,270,"5,468",955,"1,356",978,"1,209",970,11,4,3,4,6,76,"22,651"
26-Jan-09,"4,074","3,497","3,142","1,728","1,741",87,98,96,96,100,100,91,89,97,89,84,83,242,99,96,96,98,"2,948",276,265,266,272,258,270,269,266,267,270,269,"5,478",952,"1,354",983,"1,220",969,12,5,3,4,6,19,"22,645"
27-Jan-09,"4,085","3,477","3,138","1,751","1,769",90,99,95,96,102,102,94,94,102,88,85,84,252,100,96,92,98,"2,950",277,265,267,272,258,270,269,266,267,270,269,"5,482",950,"1,355",983,"1,220",974,10,5,3,2,6,8,"22,676"
