date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,534","3,381","2,484","1,741","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,160"
10-Mar-07,"4,445","3,415","2,368","1,899","1,727",84,94,94,96,94,97,97,100,101,86,83,90,216,100,100,97,98,"3,075",291,280,277,280,275,274,280,280,280,279,279,"4,904",970,892,993,128,953,968,10,3,4,3,5,60,"21,908"
11-Mar-07,"4,448","3,412","2,367","1,899","1,722",84,89,94,95,94,97,97,100,101,87,83,90,216,100,100,97,98,"3,075",291,280,277,280,275,274,280,280,280,279,279,"4,899",970,890,992,128,951,968,10,3,4,3,5,59,"21,896"
12-Mar-07,"4,428","3,431","2,393","1,892","1,753",92,94,94,85,100,99,98,101,100,89,83,91,222,102,101,100,102,"3,071",290,280,279,280,271,274,279,279,279,280,280,"4,908",969,889,994,128,955,973,12,3,6,3,5,2,"21,895"
13-Mar-07,"4,463","3,433","2,386","1,859","1,749",91,95,94,87,99,99,95,101,99,89,84,91,222,102,100,100,101,"3,067",294,279,276,280,268,274,279,278,279,280,280,"4,921",969,890,995,128,955,984,12,3,6,3,5,6,"21,901"
14-Mar-07,"4,472","3,455","2,394","1,892","1,739",89,95,94,86,98,99,95,101,99,87,84,91,218,102,100,100,101,"3,062",293,280,277,280,274,267,275,278,279,280,279,"4,921",969,887,993,128,955,989,12,3,6,3,5,5,"21,957"
15-Mar-07,"4,459","3,448","2,387","1,918","1,754",89,98,94,102,99,98,95,101,99,87,84,90,218,101,99,100,100,"3,067",293,280,277,280,274,270,278,278,278,280,279,"4,914",968,885,992,128,953,988,12,3,6,3,5,5,"21,969"
16-Mar-07,"4,453","3,457","2,376","1,922","1,679",89,94,90,97,98,96,88,96,99,79,79,81,212,95,95,97,94,"3,069",291,279,279,280,273,273,280,279,278,280,277,"4,913",969,885,992,128,951,988,12,3,6,3,5,72,"21,958"
17-Mar-07,"4,448","3,453","2,375","1,922","1,673",89,94,89,97,98,96,88,96,98,77,79,81,210,95,95,97,94,"3,066",290,278,279,280,273,273,280,279,277,280,277,"4,910",967,885,992,128,951,987,12,3,6,3,5,72,"21,936"
18-Mar-07,"4,447","3,450","2,374","1,922","1,672",88,94,89,97,98,96,88,96,98,78,79,81,209,95,95,97,94,"3,065",290,277,279,280,273,273,280,279,277,280,277,"4,907",967,884,992,128,951,985,12,3,6,3,5,72,"21,926"
