date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,665","3,204","1,498","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,163",294,280,280,280,274,280,355,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,807"
1-Nov-09,"3,931","3,169","2,714","1,502","1,594",78,69,79,96,85,86,97,66,99,89,70,75,245,99,68,102,91,"2,998",280,263,264,265,259,266,341,265,266,263,266,"5,524",953,"1,358",983,"1,258",972,9,5,2,2,5,47,"21,493"
2-Nov-09,"3,940","3,145","2,727","1,507","1,651",71,84,80,98,86,87,100,73,102,90,71,79,252,102,76,102,98,"2,998",279,266,263,266,259,266,340,265,265,264,265,"5,497",952,"1,358",983,"1,229",975,9,5,2,2,5,8,"21,487"
3-Nov-09,"3,936","3,167","2,720","1,487","1,671",76,84,84,100,86,92,100,74,101,90,71,83,252,102,76,102,98,"2,999",279,266,264,265,258,266,340,266,265,265,265,"5,491",952,"1,358",983,"1,224",974,9,5,2,2,5,7,"21,492"
4-Nov-09,"3,940","3,128","2,711","1,470","1,673",76,84,87,100,90,92,100,74,100,91,70,83,252,101,75,102,96,"3,002",280,266,264,264,259,265,342,267,265,265,265,"5,542",954,"1,360",0,"1,274",971,9,5,2,2,5,9,"21,489"
5-Nov-09,"3,934","3,151","2,717","1,469","1,683",76,84,88,100,96,98,101,74,98,91,71,82,251,100,75,102,96,"2,998",280,266,264,264,258,265,342,266,265,265,263,"5,523",951,"1,358",982,"1,267",965,9,5,2,2,5,10,"21,499"
6-Nov-09,"3,924","3,156","2,732","1,487","1,693",73,83,92,98,95,96,100,81,100,89,69,84,248,101,82,102,100,"2,992",279,266,264,262,258,264,341,266,265,264,263,"5,505",949,"1,356",981,"1,256",963,9,5,2,2,5,28,"21,531"
7-Nov-09,"3,920","3,158","2,731","1,487","1,694",73,83,92,98,95,97,100,81,100,89,69,84,248,101,82,102,100,"2,989",279,266,264,262,257,264,341,266,265,263,262,"5,501",949,"1,356",980,"1,255",961,9,5,2,2,5,25,"21,519"
8-Nov-09,"3,918","3,158","2,731","1,487","1,693",73,83,92,98,95,97,100,80,100,89,69,84,248,101,82,102,100,"2,988",279,266,264,262,257,264,340,266,265,263,262,"5,500",949,"1,356",979,"1,255",961,9,5,2,2,5,25,"21,514"
9-Nov-09,"3,928","3,190","2,733","1,477","1,700",80,83,92,97,93,98,101,80,96,90,69,84,248,102,83,102,102,"2,982",278,266,263,262,257,264,340,266,265,260,261,"5,485",947,"1,354",969,"1,255",960,9,5,2,2,5,7,"21,516"
