Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,534","3,381","2,315","1,846","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,096"
19-Oct-06,"4,539","3,275","2,251","1,873","1,771",91,102,94,102,97,99,102,102,100,89,84,89,224,101,101,97,97,"3,078",293,279,280,280,272,274,280,280,280,280,280,"4,855",972,857,993,128,936,969,14,6,6,2,5,8,"21,669"
20-Oct-06,"4,524","3,286","2,264","1,856","1,697",85,92,89,100,93,93,99,94,102,83,84,82,217,97,98,93,96,"3,080",294,279,279,280,274,274,280,280,280,280,280,"4,867",971,859,995,128,941,973,13,5,6,2,5,79,"21,671"
21-Oct-06,"4,524","3,288","2,262","1,856","1,689",85,92,89,99,92,93,98,94,102,83,84,82,213,98,98,92,95,"3,077",293,279,279,280,273,274,280,280,280,280,279,"4,862",970,859,995,128,938,972,13,5,6,2,5,81,"21,657"
22-Oct-06,"4,522","3,289","2,262","1,856","1,690",85,92,89,99,92,94,98,94,102,83,84,82,213,98,98,92,95,"3,075",293,279,279,280,271,274,280,280,280,280,279,"4,860",970,859,995,128,937,971,13,5,6,2,5,78,"21,650"
23-Oct-06,"4,511","3,314","2,261","1,843","1,767",90,102,90,99,95,99,102,102,102,88,87,89,219,99,101,102,101,"3,076",293,279,279,280,273,274,280,280,280,279,279,"4,860",970,859,994,128,941,968,13,5,6,2,5,7,"21,657"
24-Oct-06,"4,520","3,318","2,267","1,831","1,765",90,102,89,101,94,100,102,101,99,88,89,89,218,102,101,100,100,"3,069",293,279,278,280,274,273,280,276,280,277,279,"4,860",970,861,996,128,936,969,13,5,6,2,5,1,"21,649"
25-Oct-06,"4,518","3,323","2,282","1,822","1,766",90,101,88,101,94,100,102,101,102,92,89,88,217,101,100,100,100,"3,072",293,278,278,278,272,273,280,281,280,279,280,"4,863",971,859,996,128,942,967,13,5,6,2,5,1,"21,665"
26-Oct-06,"4,538","3,319","2,277","1,820","1,771",91,100,96,101,99,99,102,101,102,92,88,87,217,101,98,97,100,"3,076",293,280,279,280,272,274,280,280,280,278,280,"4,863",972,859,996,128,944,964,13,5,6,2,5,5,"21,687"
27-Oct-06,"4,541","3,329","2,261","1,806","1,714",87,91,94,99,96,91,98,100,102,86,85,83,215,101,93,94,99,"3,078",293,280,279,280,274,274,280,279,280,279,280,"4,870",972,859,996,128,951,964,13,5,6,2,5,60,"21,677"
