date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,665","3,204","1,498","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,163",294,280,280,280,274,280,355,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,807"
19-Nov-09,"3,942","3,277","2,705","1,552","1,798",90,97,95,98,102,102,102,98,102,90,79,90,253,102,101,97,100,"2,834",256,253,250,257,240,242,327,253,261,248,247,"5,355",919,"1,340",948,"1,199",949,9,5,2,2,6,15,"21,493"
20-Nov-09,"3,936","3,295","2,704","1,540","1,798",90,97,95,98,100,102,101,97,102,87,85,89,253,102,101,97,102,"2,818",254,248,249,256,238,242,326,252,261,245,247,"5,354",918,"1,340",947,"1,200",949,9,5,2,2,6,10,"21,470"
21-Nov-09,"3,933","3,294","2,706","1,540","1,797",90,97,95,98,100,102,101,97,102,87,85,89,253,102,100,97,102,"2,816",254,248,248,256,238,242,326,252,260,245,247,"5,352",918,"1,340",946,"1,199",949,9,5,2,2,6,9,"21,462"
22-Nov-09,"3,932","3,293","2,706","1,540","1,795",90,97,95,98,100,102,101,97,102,87,85,89,253,102,100,96,101,"2,814",254,248,247,256,237,242,326,252,260,245,247,"5,351",918,"1,339",946,"1,199",949,9,5,2,2,6,9,"21,455"
23-Nov-09,"3,934","3,313","2,707","1,581","1,791",90,97,95,102,102,102,100,92,102,87,85,92,247,102,100,95,101,"2,810",253,248,247,256,237,242,324,252,260,244,247,"5,340",916,"1,336",946,"1,193",949,9,5,2,2,6,11,"21,502"
24-Nov-09,"3,943","3,309","2,706","1,604","1,769",87,96,95,102,102,102,95,91,102,87,86,91,243,99,100,95,96,"2,797",249,243,247,256,236,242,322,252,260,243,247,"5,332",914,"1,330",938,"1,200",950,9,5,2,2,6,8,"21,483"
25-Nov-09,"3,941","3,227","2,711","1,657","1,809",87,99,95,101,102,102,102,101,102,92,86,87,253,102,100,99,99,"2,790",248,243,246,256,236,242,320,252,259,241,247,"5,333",910,"1,329",938,"1,208",948,10,6,2,2,6,8,"21,492"
26-Nov-09,"3,941","3,226","2,708","1,615","1,805",86,99,95,101,102,102,102,100,102,92,85,87,253,101,100,99,99,"2,790",248,243,246,256,236,242,320,252,259,241,247,"5,332",910,"1,329",937,"1,208",948,10,6,2,2,6,9,"21,442"
27-Nov-09,"3,938","3,226","2,708","1,617","1,803",86,99,94,101,102,102,102,100,102,92,84,87,253,101,100,99,99,"2,789",247,243,246,256,236,242,320,252,259,241,247,"5,328",908,"1,329",936,"1,207",948,10,6,2,2,6,8,"21,433"
