date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"3,356","3,449","3,204","1,608","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,763",294,280,300,280,280,274,280,355,280,280,280,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,222"
1-Feb-11,"3,211","3,170","3,172","1,647","1,429",67,73,71,84,72,79,84,69,86,79,66,82,194,87,81,84,71,"3,003",234,224,238,220,224,220,224,283,226,224,222,224,240,"5,208",901,"1,357",921,"1,141",888,10,4,5,1,5,8,"20,863"
2-Feb-11,"3,212","3,160","3,183","1,645","1,436",68,72,78,88,72,79,84,69,85,79,66,83,192,86,81,84,70,"3,014",234,224,248,219,224,220,224,283,226,224,224,224,240,"5,209",901,"1,358",921,"1,142",887,10,4,5,1,5,9,"20,883"
3-Feb-11,"3,205","3,155","3,181","1,642","1,438",68,75,76,88,72,80,84,79,84,77,66,70,190,88,81,84,76,"3,015",235,224,248,222,224,220,224,283,224,224,223,224,240,"5,217",905,"1,358",921,"1,146",887,10,4,5,1,5,10,"20,878"
4-Feb-11,"3,202","3,166","3,176","1,636","1,403",65,73,74,87,66,77,84,78,83,71,65,69,188,86,81,84,72,"3,012",234,224,248,222,223,220,224,283,224,224,222,224,240,"5,213",904,"1,354",925,"1,143",887,10,4,5,1,5,41,"20,864"
5-Feb-11,"3,202","3,168","3,175","1,636","1,398",63,73,74,86,66,77,84,78,83,71,65,68,188,86,81,84,71,"3,010",233,224,248,222,223,220,224,283,224,223,222,224,240,"5,210",903,"1,353",925,"1,143",886,10,4,5,1,5,39,"20,853"
6-Feb-11,"3,199","3,165","3,173","1,636","1,398",63,73,74,86,66,77,84,78,83,71,65,68,188,86,81,84,71,"3,007",233,222,248,222,223,220,224,283,224,223,222,223,240,"5,203",901,"1,353",923,"1,141",885,10,4,5,1,5,38,"20,834"
7-Feb-11,"3,204","3,161","3,176","1,643","1,422",65,74,76,86,71,80,83,78,84,76,66,68,189,88,80,84,74,"3,015",233,224,248,224,224,219,224,283,224,226,224,223,239,"5,212",900,"1,359",922,"1,145",886,10,4,5,1,5,6,"20,854"
8-Feb-11,"3,212","3,187","3,174","1,635","1,417",65,74,76,85,71,80,84,77,83,76,66,67,188,88,80,83,74,"3,015",234,224,248,224,223,219,223,283,224,225,224,224,240,"5,206",900,"1,359",921,"1,142",884,10,4,5,1,5,6,"20,867"
9-Feb-11,"3,205","3,161","3,178","1,680","1,412",65,73,75,84,71,80,82,76,81,76,69,67,189,88,80,83,73,"3,020",234,224,247,224,223,222,224,284,225,225,224,224,240,"5,222",903,"1,362",921,"1,151",885,10,4,5,1,5,7,"20,900"
