Location,MS STATE PENITENTIARY,CENTRAL MS CORRECTIONAL FACILITY,SOUTH MS CORRECTIONAL INSTITUTION,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County (opened on May 10th),Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,East MS,Marshall County,Walnut Grove,Wilkinson County,RESITITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"5,768","3,233","2,214","2,176","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"2,750",250,250,250,250,250,250,250,250,250,250,250,"3,750","1,000","1,000",750,"1,000",24,6,12,6,6,,"21,737"
27-Oct-03,"5,703","3,147","2,048","1,901","1,528",87,69,89,89,68,74,80,101,101,86,44,72,225,92,87,66,98,"2,659",236,250,234,250,234,250,234,244,249,243,235,"3,444",723,989,745,987,16,6,7,3,6,3,"20,455"
28-Oct-03,"5,700","3,141","2,038","1,918","1,534",87,68,90,95,68,74,80,98,99,91,44,72,223,91,87,69,98,"2,706",236,248,232,250,251,249,250,250,247,243,250,"3,420",728,989,745,958,16,6,7,3,6,3,"20,482"
29-Oct-03,"5,698","3,121","2,069","1,924","1,530",91,68,88,93,68,73,81,96,99,91,43,72,222,93,86,69,97,"2,708",235,250,232,249,250,248,250,250,244,250,250,"3,397",728,988,745,936,16,6,7,3,6,3,"20,472"
30-Oct-03,"5,700","3,130","2,064","1,927","1,531",91,68,88,94,68,73,81,95,99,91,43,72,223,93,86,69,97,"2,727",249,250,239,250,247,248,250,250,244,250,250,"3,400",726,993,743,938,16,6,7,3,6,5,"20,506"
31-Oct-03,"5,704","3,098","2,037","1,933","1,508",86,73,88,91,68,66,80,91,101,85,40,73,226,89,90,66,95,"2,739",249,249,246,250,245,250,250,250,250,250,250,"3,412",725,991,742,954,16,6,7,3,6,42,"20,495"
