date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,529","3,233","2,306","2,177","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,058",294,280,280,280,274,250,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,241"
10-Feb-06,"4,347","3,193","2,099","1,678","1,661",82,96,82,85,89,88,89,92,95,84,90,80,225,100,94,96,94,"3,050",293,280,280,279,274,249,279,280,280,279,277,"4,752",970,823,991,127,919,922,11,2,5,4,6,69,"20,866"
11-Feb-06,"4,339","3,188","2,094","1,678","1,658",82,96,82,86,89,88,89,92,95,83,89,79,225,99,94,96,94,"3,050",293,280,280,279,274,249,279,280,280,279,277,"4,751",970,823,991,127,919,921,11,2,5,4,6,70,"20,845"
12-Feb-06,"4,339","3,188","2,090","1,678","1,657",82,96,81,86,89,88,89,92,95,83,89,79,225,99,94,96,94,"3,050",293,280,280,279,274,249,279,280,280,279,277,"4,751",970,823,991,127,919,921,11,2,5,4,6,70,"20,840"
13-Feb-06,"4,331","3,197","2,111","1,660","1,714",90,101,80,89,90,94,94,97,97,89,92,84,226,100,98,96,97,"3,043",290,279,280,279,273,248,279,280,280,279,276,"4,745",969,821,988,127,922,918,13,3,6,4,6,5,"20,825"
14-Feb-06,"4,344","3,188","2,108","1,653","1,720",92,101,79,90,90,93,93,101,97,89,92,84,227,98,99,96,99,"3,041",292,279,280,280,273,249,273,280,280,279,276,"4,744",967,820,994,127,922,914,13,3,6,4,6,4,"20,821"
15-Feb-06,"4,359","3,154","2,098","1,689","1,732",91,101,79,91,90,93,96,100,102,92,92,85,227,97,99,96,101,"3,040",292,279,280,279,272,249,276,280,279,279,275,"4,733",966,819,990,128,918,912,13,3,6,4,6,7,"20,831"
16-Feb-06,"4,359","3,131","2,089","1,703","1,725",90,101,81,91,90,93,95,100,100,91,91,85,225,95,99,97,101,"3,051",293,279,279,279,273,250,280,280,279,280,279,"4,737",967,818,990,128,916,918,13,3,6,4,6,7,"20,821"
17-Feb-06,"4,369","3,138","2,080","1,717","1,655",87,100,78,89,84,90,92,97,97,87,87,73,222,90,96,87,99,"3,049",293,279,279,279,273,249,280,279,279,280,279,"4,737",970,817,994,128,911,917,13,3,6,4,6,63,"20,827"
18-Feb-06,"4,364","3,131","2,077","1,717","1,647",87,100,78,87,84,90,92,97,97,87,85,72,220,90,96,87,98,"3,048",293,279,279,279,273,249,279,279,279,280,279,"4,736",970,817,993,128,911,917,13,3,6,4,6,63,"20,802"
