Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,627","3,665","3,204","1,808","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,234"
19-Oct-08,"4,012","3,618","3,100","2,120","1,764",89,98,96,101,98,99,96,88,100,88,88,86,240,99,101,99,98,"3,080",292,280,279,279,274,279,279,281,280,277,280,"5,221",969,"1,040",999,"1,218",995,16,6,6,4,6,54,"22,991"
20-Oct-08,"4,010","3,618","3,110","2,123","1,811",91,99,96,101,101,100,101,98,101,92,91,91,247,99,102,101,100,"3,082",294,280,279,280,274,279,279,280,280,277,280,"5,223",969,"1,043",999,"1,214",998,16,6,6,4,6,6,"23,005"
21-Oct-08,"4,007","3,632","3,111","2,115","1,806",91,99,95,102,101,102,101,95,100,92,91,90,247,98,102,98,102,"3,085",293,280,280,280,274,280,280,280,279,280,279,"5,232",971,"1,048",999,"1,220",994,15,6,5,4,6,6,"23,015"
22-Oct-08,"3,971","3,648","3,112","2,101","1,807",91,99,95,101,100,102,101,94,101,92,91,89,247,102,102,98,102,"3,083",294,280,280,280,274,279,280,280,279,278,279,"5,288",971,"1,096",999,"1,226",996,15,6,5,4,6,5,"23,036"
23-Oct-08,"3,985","3,643","3,103","2,079","1,801",91,101,96,101,101,100,100,99,102,89,89,89,246,102,97,96,102,"3,082",292,279,280,280,273,280,280,280,280,278,280,"5,296",971,"1,103","1,000","1,226",996,15,6,5,4,6,5,"23,015"
24-Oct-08,"3,991","3,657","3,103","2,049","1,757",88,99,92,101,96,97,99,97,99,86,86,86,241,100,93,96,101,"3,083",293,280,280,280,273,280,280,279,280,278,280,"5,299",971,"1,106","1,000","1,229",993,14,5,5,4,6,48,"23,007"
25-Oct-08,"3,988","3,657","3,101","2,049","1,756",88,99,92,101,96,97,99,97,99,86,86,86,241,100,93,96,100,"3,080",292,280,280,280,272,280,279,279,280,278,280,"5,296",970,"1,104","1,000","1,229",993,14,5,5,4,6,48,"22,995"
26-Oct-08,"3,986","3,659","3,101","2,049","1,754",88,99,91,101,96,97,99,96,99,86,86,86,241,100,93,96,100,"3,080",292,280,280,280,272,280,279,279,280,278,280,"5,294",970,"1,103",999,"1,229",993,14,5,5,4,6,46,"22,989"
27-Oct-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
