date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"3,356","3,449","3,204","1,680","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,763",294,280,300,280,280,274,280,355,280,280,280,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,294"
10-May-11,"3,160","3,199","3,163","1,857","1,468",77,69,85,87,77,87,69,80,91,78,73,79,184,90,76,80,86,"3,011",235,224,237,223,224,218,223,283,222,224,224,222,252,"5,157",901,"1,355",993,"1,023",885,6,3,3,0,5,5,"21,031"
11-May-11,"3,170","3,206","3,159","1,867","1,479",77,69,83,87,86,91,69,79,90,78,72,79,185,91,75,80,88,"3,016",235,224,237,222,224,219,224,284,224,224,224,222,253,"5,157",900,"1,355",993,"1,022",887,6,3,3,0,5,8,"21,073"
12-May-11,"3,158","3,202","3,171","1,822","1,516",83,80,83,86,86,90,81,91,89,78,72,70,184,91,86,78,88,"3,023",235,224,246,223,222,218,223,284,223,224,224,224,253,"5,152",899,"1,354",992,"1,018",889,6,3,3,0,5,7,"21,062"
13-May-11,"3,140","3,234","3,170","1,791","1,485",78,78,79,83,84,90,80,88,89,76,73,70,185,86,82,77,87,"3,024",234,224,250,223,221,218,223,284,222,224,224,224,253,"5,150",899,"1,351",998,"1,016",886,6,4,2,0,5,44,"21,049"
14-May-11,"3,140","3,233","3,167","1,791","1,486",78,78,79,83,84,90,80,88,89,76,73,70,185,87,82,77,87,"3,023",234,224,250,223,221,218,223,284,222,223,224,224,253,"5,150",899,"1,351",998,"1,016",886,5,3,2,0,5,44,"21,044"
15-May-11,"3,140","3,232","3,167","1,791","1,485",78,78,79,83,84,90,79,88,89,76,73,70,185,87,82,77,87,"3,023",234,224,250,223,221,218,223,284,222,223,224,224,253,"5,147",899,"1,350",998,"1,015",885,5,3,2,0,5,44,"21,039"
16-May-11,"3,145","3,261","3,158","1,794","1,507",83,78,83,82,80,90,80,88,92,78,77,70,185,92,84,77,88,"3,024",234,224,250,222,223,219,223,284,223,222,223,224,253,"5,145",901,"1,352",998,"1,008",886,8,6,2,0,5,9,"21,056"
17-May-11,"3,149","3,277","3,163","1,766","1,495",83,76,82,81,80,90,80,88,92,76,77,70,183,93,83,76,85,"3,025",234,224,250,222,224,219,223,284,224,223,222,224,252,"5,151",902,"1,355",997,"1,012",885,8,6,2,0,5,8,"21,047"
18-May-11,"3,148","3,296","3,164","1,767","1,498",83,76,85,80,79,90,78,87,92,76,78,69,183,93,83,76,90,"3,022",234,223,250,222,224,217,224,284,224,224,220,224,252,"5,142",901,"1,354",993,"1,010",884,8,6,2,0,5,10,"21,060"
