Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,627","3,665","3,204","1,777","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,203"
1-Mar-09,"4,120","3,572","3,113","1,728","1,704",81,85,88,99,102,98,95,96,94,88,83,80,240,94,88,93,100,"2,908",279,264,262,264,258,265,264,264,259,266,263,"5,444",956,"1,355",981,"1,180",972,11,3,5,3,6,67,"22,673"
2-Mar-09,"4,114","3,563","3,106","1,697","1,763",86,92,92,100,100,100,101,99,94,90,86,87,257,96,91,93,99,"2,910",278,264,263,265,259,261,263,266,261,265,265,"5,443",956,"1,355",980,"1,177",975,12,4,5,3,6,11,"22,625"
3-Mar-09,"4,117","3,553","3,116","1,673","1,773",87,97,89,100,102,99,100,101,93,90,86,88,257,93,98,93,100,"2,912",278,264,261,266,257,261,265,266,261,266,267,"5,455",955,"1,355",983,"1,187",975,12,4,5,3,6,10,"22,627"
4-Mar-09,"4,114","3,534","3,127","1,714","1,785",87,97,94,100,102,100,97,101,93,90,86,88,258,96,98,98,100,"2,922",278,264,262,265,259,265,266,266,264,266,267,"5,460",956,"1,355",983,"1,190",976,12,4,5,3,6,12,"22,686"
5-Mar-09,"4,090","3,524","3,117","1,724","1,812",91,102,94,99,102,100,97,101,100,92,89,91,257,98,102,98,99,"2,924",279,264,263,265,259,265,266,266,264,266,267,"5,465",956,"1,353",983,"1,196",977,12,4,5,3,6,8,"22,682"
6-Mar-09,"4,111","3,501","3,126","1,704","1,775",82,102,87,97,101,99,98,101,101,87,86,86,254,101,100,96,97,"2,931",279,265,266,266,260,266,264,266,266,266,267,"5,439",956,"1,355",981,"1,170",977,12,4,5,3,6,59,"22,664"
7-Mar-09,"4,111","3,498","3,123","1,704","1,773",82,102,87,98,101,99,98,101,100,87,86,86,254,101,100,95,96,"2,926",279,264,266,266,259,264,264,265,266,266,267,"5,435",956,"1,355",980,"1,167",977,12,4,5,3,6,60,"22,648"
8-Mar-09,"4,108","3,498","3,123","1,704","1,772",82,102,86,98,101,99,98,101,101,87,86,86,253,101,100,95,96,"2,926",279,264,266,266,259,264,264,265,266,266,267,"5,435",956,"1,355",980,"1,167",977,12,4,5,3,6,59,"22,643"
9-Mar-09,"4,124","3,482","3,125","1,717","1,796",91,102,92,98,99,99,100,100,99,89,86,90,256,102,97,99,97,"2,925",278,265,264,266,258,265,266,265,265,266,267,"5,433",955,"1,357",983,"1,162",976,12,4,5,3,6,9,"22,629"
