date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,425","2,884","1,787","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"4,972",972,"1,000","1,000",0,"1,000","1,000",16,6,6,4,6,,"22,515"
10-Aug-07,"4,473","3,457","2,656","1,772","1,764",92,102,94,100,101,97,98,99,101,90,86,91,216,101,100,99,97,"3,075",294,280,278,278,273,274,280,280,279,280,279,"4,774",970,886,995,1,943,979,13,4,5,4,4,36,"22,024"
11-Aug-07,"4,470","3,453","2,655","1,771","1,761",92,102,94,99,101,97,98,99,101,90,86,91,215,101,100,99,96,"3,072",294,280,278,278,272,274,280,280,278,279,279,"4,771",969,885,995,1,943,978,13,4,5,4,4,37,"22,007"
12-Aug-07,"4,469","3,453","2,656","1,772","1,760",92,102,94,99,101,97,97,99,101,90,86,91,215,101,100,99,96,"3,072",294,280,278,278,272,274,280,280,278,279,279,"4,770",969,885,995,1,943,977,13,4,5,4,4,36,"22,005"
13-Aug-07,"4,466","3,470","2,656","1,774","1,778",92,102,95,97,102,99,100,102,100,91,88,92,218,101,102,100,97,"3,076",293,280,278,280,274,274,280,280,278,280,279,"4,776",970,883,995,0,945,983,13,4,5,4,4,13,"22,026"
14-Aug-07,"4,477","3,457","2,669","1,767","1,777",92,102,94,98,102,99,98,102,100,91,88,91,219,98,102,100,101,"3,081",294,280,280,280,274,274,280,280,280,280,279,"4,774",972,886,994,0,942,980,13,4,5,4,4,14,"22,033"
15-Aug-07,"4,483","3,475","2,673","1,757","1,772",92,102,94,98,102,99,99,102,100,90,88,92,219,98,100,97,100,"3,081",294,280,280,280,274,274,280,280,280,280,279,"4,773",971,885,993,0,944,980,13,4,5,4,4,8,"22,039"
16-Aug-07,"4,467","3,465","2,684","1,764","1,773",91,101,94,98,102,101,99,102,101,90,88,91,220,98,100,97,100,"3,079",294,279,280,280,274,274,278,280,280,280,280,"4,786",971,886,994,0,950,985,13,4,5,4,5,6,"22,042"
17-Aug-07,"4,479","3,443","2,661","1,773","1,772",88,100,95,99,101,98,101,102,101,90,91,89,216,100,99,101,101,"3,076",294,278,280,280,275,274,278,278,279,280,280,"4,777",968,886,994,0,941,988,13,4,5,4,5,32,"22,031"
18-Aug-07,"4,474","3,442","2,657","1,773","1,770",88,100,95,99,101,98,101,102,101,90,90,88,216,100,99,101,101,"3,076",294,278,280,280,275,274,278,278,279,280,280,"4,774",967,886,993,0,941,987,13,4,5,4,5,31,"22,015"
