Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,560","4,131",58,0,"3,082","1,781","1,512",0,0,124,300,96,102,102,0,0,82,0,62,58,93,93,178,28,50,82,0,0,62,0,"4,556",300,369,280,310,342,280,274,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,122,40,34,8,42,40,"24,284"
20-Nov-18,"3,274","3,902",39,0,"3,043","1,232","1,001",0,0,72,262,58,71,51,0,0,0,0,70,37,66,56,157,18,26,0,0,0,57,0,"3,702",240,290,265,240,201,198,270,268,259,266,270,265,171,263,236,"3,176",0,"1,257",996,0,923,10,0,6,4,41,3,30,8,0,0,"19,420"
21-Nov-18,"3,271","3,902",39,0,"3,054","1,249",995,0,0,72,258,58,71,51,0,0,0,0,70,37,66,55,157,18,25,0,0,0,57,0,"3,701",240,292,265,240,201,196,270,267,259,266,270,265,171,263,236,"3,186",0,"1,263","1,000",0,923,10,0,6,4,40,3,29,8,0,0,"19,447"
22-Nov-18,"3,269","3,891",39,0,"3,052","1,249",994,0,0,72,257,58,71,51,0,0,0,0,70,37,66,55,157,18,25,0,0,0,57,0,"3,701",240,292,265,240,201,196,270,267,259,266,270,265,171,263,236,"3,186",0,"1,263","1,000",0,923,10,0,6,4,40,3,29,8,0,0,"19,431"
23-Nov-18,"3,269","3,889",38,0,"3,051","1,249",991,0,0,72,254,58,71,51,0,0,0,0,70,37,66,55,157,18,25,0,0,0,57,0,"3,699",240,292,263,240,201,196,270,267,259,266,270,265,171,263,236,"3,184",0,"1,262",999,0,923,10,0,6,4,40,3,29,8,0,0,"19,420"
24-Nov-18,"3,264","3,888",38,0,"3,048","1,249",991,0,0,72,254,58,71,51,0,0,0,0,70,37,66,55,157,18,25,0,0,0,57,0,"3,694",240,292,263,240,201,196,269,266,259,265,270,264,170,263,236,"3,184",0,"1,262",999,0,923,10,0,6,4,40,3,29,8,0,0,"19,406"
25-Nov-18,"3,264","3,887",38,0,"3,048","1,249",991,0,0,72,254,58,71,51,0,0,0,0,70,37,66,55,157,18,25,0,0,0,57,0,"3,693",240,292,263,240,201,196,269,266,259,265,269,264,170,263,236,"3,183",0,"1,261",999,0,923,10,0,6,4,40,3,29,8,0,0,"19,403"
26-Nov-18,"3,251","3,894",38,0,"3,048","1,251",987,0,0,72,252,58,71,51,0,0,0,0,69,37,68,55,155,18,25,0,0,0,56,0,"3,685",239,289,262,239,201,196,269,267,258,265,269,264,169,262,236,"3,181",0,"1,261",997,0,923,10,0,6,4,40,3,29,8,0,0,"19,385"
27-Nov-18,"3,255","3,905",38,0,"3,054","1,227",980,0,0,77,248,57,71,51,0,0,0,0,68,37,68,55,155,17,20,0,0,0,56,0,"3,683",239,289,261,239,201,198,269,265,257,265,269,264,169,262,236,"3,182",0,"1,260",997,0,925,10,0,6,4,43,3,32,8,0,0,"19,377"
28-Nov-18,"3,258","3,875",37,0,"3,048","1,199",989,0,0,77,258,57,74,50,0,0,0,0,68,37,68,54,154,17,20,0,0,0,55,0,"3,703",238,294,267,239,200,197,267,267,260,266,268,264,169,267,240,"3,193",0,"1,257",999,0,937,10,0,6,4,44,3,33,8,0,0,"19,356"
29-Nov-18,"3,272","3,865",37,0,"3,044","1,210",992,0,0,77,256,57,74,50,0,0,0,0,70,35,68,53,155,20,20,0,0,0,57,0,"3,696",238,294,266,240,200,194,267,265,260,266,268,263,169,266,240,"3,191",0,"1,256",999,0,936,10,0,6,4,44,3,33,8,0,0,"19,361"
30-Nov-18,"3,263","3,867",37,0,"3,045","1,250",986,0,0,77,252,57,74,49,0,0,0,0,70,35,68,53,154,20,20,0,0,0,57,0,"3,708",237,294,266,241,201,198,266,265,259,269,268,265,169,270,240,"3,194",0,"1,259","1,000",0,935,10,0,6,4,43,2,33,8,0,0,"19,403"
Avg Population,"3,267","3,866",40,0,"3,048",1274,1022,0,0,74,271,59,72,52,0,0,0,0,70,37,66,59,158,20,29,0,0,0,55,0,"3,709",239,291,265,240,199,198,269,268,258,267,268,261,180,266,238,"3,179",0,1259,998,0,923,10,0,6,4,40,3,31,6,0,0,"19,455"
