Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,872","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,681"
1-Jun-13,"3,380","3,317",31,"3,210","2,306","1,516",92,62,78,67,83,77,61,87,91,75,91,89,235,99,82,78,69,"4,421",296,368,279,300,281,279,274,278,354,279,279,279,293,281,301,"4,297",0,"1,119",999,"1,294",885,10,3,5,2,0,0,"22,488"
2-Jun-13,"3,380","3,314",31,"3,209","2,306","1,516",92,62,78,67,83,77,61,88,90,75,91,89,235,99,82,78,69,"4,417",296,366,279,300,281,279,274,278,354,279,279,279,293,280,300,"4,297",0,"1,119",999,"1,294",885,9,2,5,2,0,0,"22,479"
3-Jun-13,"3,394","3,329",31,"3,217","2,304","1,544",92,59,78,68,90,80,62,88,90,80,93,90,239,99,83,78,75,"4,416",296,367,279,298,281,279,274,280,354,279,279,278,293,279,300,"4,293",0,"1,118",999,"1,294",882,10,2,5,3,0,0,"22,538"
4-Jun-13,"3,391","3,344",30,"3,219","2,282","1,543",92,58,78,68,90,80,62,88,79,80,93,91,239,99,93,78,75,"4,425",300,367,280,298,279,280,274,280,355,280,280,278,295,279,300,"4,301",0,"1,125",999,"1,296",881,9,2,5,2,0,0,"22,544"
5-Jun-13,"3,389","3,341",30,"3,212","2,313","1,548",92,58,78,68,90,80,62,88,86,79,93,92,239,99,93,76,75,"4,424",300,369,278,298,280,278,274,280,355,280,279,279,295,279,300,"4,304",0,"1,126",999,"1,296",883,9,2,5,2,0,0,"22,570"
6-Jun-13,"3,384","3,354",31,"3,204","2,324","1,558",92,58,78,67,90,90,62,88,91,78,92,92,239,99,91,76,75,"4,420",300,369,276,298,280,279,274,281,355,280,280,278,293,278,299,"4,308",0,"1,126",997,"1,300",885,9,2,5,2,0,0,"22,592"
7-Jun-13,"3,380","3,347",31,"3,211","2,337","1,535",92,57,77,65,88,83,62,92,92,75,90,91,234,98,92,74,73,"4,429",300,367,278,299,279,280,272,281,355,280,280,280,299,279,300,"4,308",0,"1,126",999,"1,298",885,12,4,5,3,0,0,"22,590"
8-Jun-13,"3,379","3,341",31,"3,208","2,337","1,534",92,57,77,65,88,83,62,92,92,75,91,91,234,98,91,74,72,"4,424",300,367,278,298,278,280,272,281,354,279,280,280,299,279,299,"4,307",0,"1,126",999,"1,298",884,12,4,5,3,0,0,"22,573"
9-Jun-13,"3,378","3,343",31,"3,208","2,337","1,532",92,56,77,65,88,83,62,92,92,75,91,91,233,98,91,74,72,"4,419",300,367,278,298,278,280,272,281,352,279,280,280,298,278,298,"4,304",0,"1,126",999,"1,296",883,12,4,5,3,0,0,"22,564"
