date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,665","3,204","1,487","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,163",294,280,280,280,274,280,355,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,796"
10-Oct-09,"3,942","3,274","2,717","1,606","1,463",59,68,73,84,68,78,76,58,86,78,86,89,233,85,67,89,86,"3,007",280,265,266,264,261,266,338,266,266,266,269,"5,553",956,"1,358",983,"1,283",973,11,6,3,2,6,32,"21,611"
11-Oct-09,"3,941","3,274","2,716","1,606","1,462",59,68,73,84,68,78,76,58,86,78,86,89,233,85,66,89,86,"3,004",280,264,266,264,260,266,338,266,265,266,269,"5,549",956,"1,358",983,"1,280",972,11,6,3,2,6,30,"21,599"
12-Oct-09,"3,943","3,274","2,709","1,609","1,504",61,73,74,85,68,78,82,59,90,83,86,89,235,92,68,90,91,"3,007",280,264,266,265,261,266,341,266,264,266,268,"5,545",955,"1,357",982,"1,278",973,11,6,3,2,6,10,"21,618"
13-Oct-09,"3,947","3,244","2,724","1,598","1,510",61,76,74,85,66,78,82,70,89,83,84,73,235,94,77,90,93,"3,006",280,263,266,265,260,266,341,266,265,266,268,"5,555",954,"1,357",982,"1,290",972,11,6,3,2,6,11,"21,612"
14-Oct-09,"3,937","3,256","2,712","1,611","1,528",61,74,74,91,66,82,81,69,89,86,84,73,237,98,77,94,92,"3,006",280,264,266,266,260,264,341,266,267,266,266,"5,552",954,"1,357",982,"1,286",973,11,6,3,2,5,14,"21,632"
15-Oct-09,"3,937","3,226","2,721","1,591","1,511",59,72,75,89,65,82,80,68,85,83,86,74,241,93,74,93,92,"3,002",279,265,265,266,261,264,341,265,267,266,263,"5,546",956,"1,365",979,"1,274",972,11,6,3,2,5,13,"21,563"
16-Oct-09,"3,938","3,204","2,722","1,569","1,505",61,70,75,87,73,81,79,67,91,80,87,74,236,92,71,89,92,"3,003",280,265,263,266,259,266,341,266,267,266,264,"5,545",956,"1,366",983,"1,270",970,11,6,3,2,5,40,"21,542"
17-Oct-09,"3,936","3,207","2,722","1,569","1,504",61,70,75,87,73,81,79,67,91,80,86,74,236,92,71,89,92,"3,002",279,265,263,266,259,266,341,266,267,266,264,"5,545",956,"1,366",983,"1,270",970,11,6,3,2,5,39,"21,540"
18-Oct-09,"3,935","3,207","2,720","1,569","1,504",61,70,75,87,73,81,79,67,91,80,86,74,236,92,71,89,92,"3,001",279,265,262,266,259,266,341,266,267,266,264,"5,543",956,"1,366",983,"1,268",970,11,6,3,2,5,40,"21,535"
