date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,449","3,204","1,483","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,463",294,280,300,280,280,274,280,355,280,280,280,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,876"
1-Sep-10,"3,444","3,219","3,169","1,682","1,593",76,88,71,92,73,83,87,81,95,87,93,89,220,94,88,79,97,"2,527",234,224,0,222,224,218,224,284,226,223,224,224,0,"5,325",900,"1,359",923,"1,191",952,8,2,4,2,6,7,"20,980"
2-Sep-10,"3,447","3,209","3,165","1,704","1,590",75,88,70,92,72,83,87,81,94,87,93,89,221,94,88,79,97,"2,524",235,224,0,224,224,219,224,283,226,221,223,221,0,"5,330",903,"1,361",923,"1,191",952,8,2,4,2,6,9,"20,992"
3-Sep-10,"3,432","3,178","3,155","1,733","1,601",75,86,71,92,72,82,87,87,102,88,92,90,221,94,87,79,96,"2,527",235,223,0,224,223,219,224,283,225,226,223,222,0,"5,338",900,"1,366",925,"1,195",952,8,2,4,2,6,5,"20,983"
4-Sep-10,"3,429","3,178","3,153","1,733","1,601",75,86,71,92,72,82,87,87,102,88,92,90,221,94,87,79,96,"2,527",235,223,0,224,223,219,224,283,225,226,223,222,0,"5,334",900,"1,363",925,"1,194",952,8,2,4,2,6,5,"20,974"
5-Sep-10,"3,428","3,175","3,153","1,733","1,598",75,86,71,92,72,82,87,87,102,86,92,90,221,94,86,79,96,"2,525",235,223,0,224,223,219,224,282,225,225,223,222,0,"5,332",900,"1,361",925,"1,194",952,8,2,4,2,6,10,"20,968"
6-Sep-10,"3,425","3,173","3,149","1,737","1,597",75,86,71,92,72,82,87,87,102,86,92,90,221,94,86,79,95,"2,524",235,222,0,224,223,219,224,282,225,225,223,222,0,"5,330",899,"1,360",925,"1,194",952,8,2,4,2,6,9,"20,958"
7-Sep-10,"3,432","3,170","3,162","1,757","1,586",75,83,71,92,72,82,87,86,100,84,92,89,221,95,86,79,92,"2,527",234,223,0,223,224,219,224,283,226,225,223,223,0,"5,325",898,"1,363",923,"1,190",951,8,2,4,2,6,7,"20,980"
8-Sep-10,"3,440","3,158","3,164","1,748","1,591",75,83,71,92,74,82,85,86,101,84,92,89,223,95,86,79,94,"2,527",236,223,0,224,224,214,224,283,226,225,224,224,0,"5,351",900,"1,364",947,"1,189",951,8,2,4,2,6,7,"21,000"
9-Sep-10,"3,457","3,134","3,162","1,736","1,557",72,79,66,87,71,78,81,86,99,80,91,81,231,95,86,76,98,"2,529",235,224,0,224,224,219,224,283,226,224,224,222,0,"5,346",902,"1,360",945,"1,192",947,8,2,4,2,6,43,"20,978"
