date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,665","3,204","1,645","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000",0,"1,000","1,000",16,6,6,4,6,0,"22,971"
10-Jun-08,"4,192","3,732","3,125","1,959","1,796",92,97,94,98,99,98,100,100,102,91,91,93,249,98,96,100,98,"3,082",294,280,280,280,274,277,278,280,279,280,280,"4,808",971,897,999,0,952,989,12,5,4,3,6,7,"22,719"
11-Jun-08,"4,186","3,732","3,125","1,977","1,797",91,97,93,102,98,98,100,99,98,91,92,92,250,102,96,100,98,"3,083",294,280,280,280,274,279,278,280,278,280,280,"4,809",970,898,"1,000",0,950,991,12,5,4,3,6,5,"22,732"
12-Jun-08,"4,185","3,724","3,127","2,008","1,817",91,101,96,102,98,102,100,99,102,91,91,92,250,101,102,101,98,"3,084",293,280,280,280,274,279,280,280,278,280,280,"4,810",970,897,"1,000",0,954,989,12,5,4,3,6,6,"22,779"
13-Jun-08,"4,187","3,738","3,120","2,007","1,751",88,98,91,100,98,97,89,95,100,84,88,83,245,100,100,96,99,"3,084",294,280,280,280,273,278,280,280,280,280,279,"4,807",971,897,"1,000",0,951,988,12,5,4,3,6,76,"22,788"
14-Jun-08,"4,184","3,737","3,117","2,007","1,747",88,98,91,101,98,97,89,95,100,82,88,82,245,100,100,96,97,"3,083",294,280,280,280,272,278,280,280,280,280,279,"4,807",971,897,"1,000",0,951,988,12,5,4,3,6,77,"22,777"
15-Jun-08,"4,184","3,735","3,116","2,007","1,747",88,98,91,101,98,97,89,95,100,82,88,82,245,100,100,96,97,"3,082",294,279,280,280,272,278,280,280,280,280,279,"4,805",971,896,999,0,951,988,12,5,4,3,6,78,"22,772"
16-Jun-08,"4,191","3,745","3,116","2,004","1,808",91,101,94,102,102,99,97,101,98,90,92,89,250,101,102,99,100,"3,084",294,280,280,280,273,279,280,280,280,279,279,"4,805",970,896,999,0,953,987,12,4,5,3,6,9,"22,780"
17-Jun-08,"4,184","3,728","3,141","1,992","1,816",92,100,95,102,102,99,100,101,102,92,90,90,250,102,101,99,99,"3,089",294,280,280,280,273,283,280,279,280,280,280,"4,808",969,896,"1,000",0,956,987,11,4,4,3,6,11,"22,786"
18-Jun-08,"4,208","3,735","3,141","1,977","1,812",92,100,93,101,102,102,100,100,100,92,89,90,250,101,100,102,98,"3,087",294,280,280,280,272,282,280,280,279,280,280,"4,811",968,897,"1,000",0,959,987,11,4,4,3,6,12,"22,800"
