Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,560","4,131",58,0,"3,082","1,793","1,372",0,0,124,324,96,102,102,0,0,0,0,62,58,93,93,178,28,50,0,0,0,62,0,"4,579",300,369,280,310,342,280,297,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,122,40,34,8,42,40,"24,179"
1-Sep-19,"3,243","3,585",26,0,"2,653","1,291","1,006",0,0,93,262,76,0,50,0,0,0,0,75,45,88,63,144,14,35,0,0,0,61,0,"4,315",300,294,279,308,337,276,319,278,340,268,278,280,182,278,298,"3,198",0,"1,261","1,000",0,937,9,0,6,3,41,0,28,3,0,10,"19,367"
2-Sep-19,"3,243","3,584",26,0,"2,654","1,291",996,0,0,93,252,76,0,50,0,0,0,0,75,45,88,63,144,14,35,0,0,0,61,0,"4,313",300,294,279,308,336,276,319,278,340,267,278,280,182,278,298,"3,198",0,"1,261","1,000",0,937,9,0,6,3,41,0,28,3,0,10,"19,355"
3-Sep-19,"3,245","3,582",25,0,"2,652","1,277",990,0,0,93,247,82,0,50,0,0,0,0,75,45,87,62,143,14,32,0,0,0,60,0,"4,313",300,294,279,310,335,276,318,278,339,268,279,280,182,277,298,"3,201",0,"1,266",999,0,936,9,0,6,3,42,9,28,2,0,3,"19,336"
4-Sep-19,"3,246","3,598",24,0,"2,651","1,289","1,004",0,0,93,263,82,0,50,0,0,0,0,75,44,87,62,142,14,32,0,0,0,60,0,"4,318",299,294,279,310,346,276,318,278,338,266,279,280,181,276,298,"3,199",0,"1,266",998,0,935,9,0,6,3,41,8,28,2,0,3,"19,379"
5-Sep-19,"3,256","3,566",24,0,"2,645","1,277",990,0,0,90,260,81,0,50,0,0,0,0,74,44,87,61,139,14,31,0,0,0,59,0,"4,315",297,291,279,310,353,279,316,275,333,277,279,280,177,272,297,"3,203",0,"1,266",998,0,939,8,0,5,3,39,7,28,2,0,2,"19,323"
6-Sep-19,"3,246","3,520",24,0,"2,657","1,324",984,0,0,90,259,80,0,49,0,0,0,0,79,40,85,61,138,14,31,0,0,0,58,0,"4,336",297,290,278,310,352,280,316,279,344,279,279,280,177,277,298,"3,201",0,"1,263",998,0,940,7,0,4,3,37,7,28,2,0,0,"19,336"
7-Sep-19,"3,245","3,519",24,0,"2,657","1,324",982,0,0,90,258,80,0,49,0,0,0,0,79,40,85,61,138,14,30,0,0,0,58,0,"4,334",297,289,277,310,352,280,316,279,344,279,279,280,177,277,298,"3,200",0,"1,263",997,0,940,7,0,4,3,37,7,28,2,0,0,"19,329"
8-Sep-19,"3,245","3,517",24,0,"2,657","1,324",981,0,0,86,258,77,0,48,0,0,0,0,78,41,85,61,140,17,30,0,0,0,60,0,"4,334",297,289,277,310,352,280,316,279,344,279,279,280,177,277,298,"3,200",0,"1,263",997,0,940,7,0,4,3,37,7,28,2,0,0,"19,326"
9-Sep-19,"3,236","3,528",24,0,"2,655","1,350",988,0,0,90,262,80,0,50,0,0,0,0,79,42,86,61,137,14,30,0,0,0,57,0,"4,326",297,293,276,310,351,280,316,278,341,279,277,280,177,275,296,"3,202",0,"1,259",997,0,946,8,0,5,3,44,8,34,2,0,0,"19,361"
10-Sep-19,"3,232","3,517",24,0,"2,652","1,334",985,0,0,90,256,80,0,50,0,0,0,0,79,42,86,66,137,14,28,0,0,0,57,0,"4,347",297,293,276,310,357,280,316,280,349,277,280,280,176,276,300,"3,196",0,"1,258",994,0,944,8,0,5,3,0,9,34,2,0,1,"19,295"
11-Sep-19,"3,246","3,519",24,0,"2,663","1,334",991,0,0,90,264,80,0,50,0,0,0,0,78,42,86,66,137,14,28,0,0,0,56,0,"4,339",298,291,273,310,353,280,316,280,349,277,280,280,176,276,300,"3,195",0,"1,257",994,0,944,8,0,5,3,47,10,34,2,0,1,"19,366"
12-Sep-19,"3,247","3,534",25,0,"2,666","1,328",992,0,0,87,259,79,0,50,0,0,0,0,78,42,85,65,142,17,28,0,0,0,60,0,"4,334",298,291,273,309,352,279,315,280,349,277,280,279,176,276,300,"3,195",0,"1,257",994,0,944,9,0,6,3,46,10,34,1,0,1,"19,376"
13-Sep-19,"3,264","3,514",25,0,"2,664","1,345",987,0,0,87,258,77,0,48,0,0,0,0,78,48,85,61,141,17,27,0,0,0,60,0,"4,309",298,291,271,308,332,278,315,280,348,277,280,279,176,276,300,"3,195",0,"1,258",993,0,944,8,0,5,3,46,10,34,1,0,1,"19,357"
14-Sep-19,"3,262","3,514",25,0,"2,665","1,345",975,0,0,86,255,77,0,48,0,0,0,0,78,41,85,61,141,17,26,0,0,0,60,0,"4,308",298,291,271,308,332,278,314,280,348,277,280,279,176,276,300,"3,195",0,"1,258",993,0,944,8,0,5,3,46,10,34,1,0,1,"19,343"
15-Sep-19,"3,262","3,515",25,0,"2,662","1,345",971,0,0,86,253,77,0,48,0,0,0,0,78,41,85,61,140,17,25,0,0,0,60,0,"4,307",298,291,271,308,332,278,314,280,348,277,280,279,175,276,300,"3,194",0,"1,258",993,0,943,8,0,5,3,45,9,34,1,0,1,"19,334"
16-Sep-19,"3,270","3,526",25,0,"2,663","1,337",979,0,0,88,257,79,0,49,0,0,0,0,78,42,85,61,139,17,24,0,0,0,60,0,"4,299",297,291,270,308,332,278,314,280,348,277,280,277,175,272,300,"3,203",0,"1,267",993,0,943,8,0,5,3,46,10,34,1,0,1,"19,356"
17-Sep-19,"3,263","3,489",25,0,"2,662","1,324",993,0,0,88,251,78,0,49,0,0,0,0,80,51,88,62,138,17,32,0,0,0,59,0,"4,330",300,294,270,310,341,279,313,279,352,280,279,280,174,279,300,"3,199",0,"1,263",993,0,943,8,0,5,3,45,10,33,1,0,1,"19,338"
