Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,529","3,293","2,066","1,953","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,058",294,280,280,280,274,250,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"21,837"
19-Jun-06,"4,437","3,300","2,009","1,658","1,771",91,101,94,100,101,100,101,101,100,91,83,89,219,96,101,102,101,"3,057",294,281,280,280,274,249,279,280,279,280,281,"4,848",970,865,995,127,944,947,11,3,4,4,5,9,"21,105"
20-Jun-06,"4,429","3,287","2,030","1,642","1,763",92,101,96,101,101,100,101,101,97,88,82,89,219,95,100,102,98,"3,052",291,280,280,280,273,250,277,280,280,280,281,"4,854",970,864,995,128,949,948,11,3,4,4,5,8,"21,081"
21-Jun-06,"4,457","3,301","2,026","1,640","1,778",92,102,96,101,101,99,101,101,102,88,83,88,219,101,100,102,102,"3,055",294,280,280,280,273,252,278,280,280,279,279,"4,851",970,864,994,128,950,945,11,3,4,4,5,8,"21,132"
22-Jun-06,"4,439","3,315","2,020","1,651","1,786",92,102,96,101,101,101,101,102,102,92,82,89,219,101,102,101,102,"3,054",294,281,280,280,274,250,278,280,280,278,279,"4,864",971,875,993,128,949,948,10,3,4,3,5,8,"21,152"
23-Jun-06,"4,436","3,253","2,034","1,662","1,710",87,97,95,98,94,95,97,99,101,89,74,82,213,100,93,98,98,"3,050",293,280,278,280,274,250,278,281,279,278,279,"4,889",969,875,994,128,948,975,11,3,5,3,5,73,"21,123"
24-Jun-06,"4,431","3,248","2,030","1,662","1,707",87,97,94,98,94,95,97,99,101,89,74,82,212,100,93,98,97,"3,048",293,279,278,280,274,250,278,280,279,278,279,"4,888",969,875,994,128,947,975,11,3,5,3,5,74,"21,104"
25-Jun-06,"4,430","3,247","2,030","1,662","1,706",87,97,94,97,94,95,97,99,101,89,74,82,212,100,93,98,97,"3,047",293,279,278,279,274,250,278,280,279,278,279,"4,887",969,875,994,128,946,975,11,3,5,3,5,72,"21,097"
26-Jun-06,"4,401","3,281","2,024","1,663","1,777",92,102,96,98,101,101,99,102,102,92,79,89,224,101,99,100,100,"3,043",292,279,278,279,274,249,278,279,278,278,279,"4,889",971,874,995,128,948,973,11,3,5,3,5,9,"21,103"
27-Jun-06,"4,409","3,285","2,021","1,671","1,774",92,102,96,96,100,101,98,101,102,92,81,89,224,101,99,100,100,"3,052",294,279,280,280,274,248,280,279,280,279,279,"4,883",970,873,995,128,950,967,11,3,5,3,5,9,"21,120"
