Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"3,356","3,449","3,204","1,632","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,063",300,294,280,300,280,280,274,280,355,280,280,280,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,546"
28-Aug-11,"3,076","3,180","3,085","1,909","1,559",80,83,83,88,93,90,81,81,93,83,79,77,201,88,88,82,89,"3,267",247,233,224,249,222,223,218,224,283,223,224,224,223,250,"5,162",897,"1,353",995,"1,016",901,8,4,4,0,5,20,"21,271"
29-Aug-11,"3,076","3,194","3,085","1,911","1,568",83,83,86,87,92,90,82,82,96,83,79,76,204,89,88,83,85,"3,278",246,234,224,249,223,224,222,225,286,224,224,224,223,250,"5,155",900,"1,348",995,"1,013",899,8,4,4,0,5,6,"21,286"
30-Aug-11,"3,085","3,199","3,126","1,893","1,548",83,81,86,88,91,91,82,81,96,83,69,76,204,87,83,83,84,"3,277",247,233,224,248,224,224,222,225,284,224,224,224,223,251,"5,166",898,"1,353","1,000","1,017",898,8,4,4,0,5,9,"21,316"
,"3,095","3,196","3,144","1,898","1,555",84,81,86,88,91,91,78,79,96,81,70,77,205,91,84,89,84,"3,273",247,233,224,248,222,224,221,224,283,224,224,224,224,251,"5,165",898,"1,351",999,"1,020",897,8,4,4,0,5,11,"21,350"
31-Aug-11 Avg Population,"3,079","3,226","3,108","1,908","1,557",80,79,84,86,91,89,74,82,96,86,83,78,200,91,88,81,87,"3,275",250,234,223,249,223,223,219,224,284,224,225,224,223,251,"5,154",899,"1,356",998,"1,001",901,8,4,4,0,5,15,"21,335"
