date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,590","4,022",58,0,"3,082","1,791","1,512",0,0,124,300,96,102,102,0,0,82,0,62,58,93,93,178,28,50,82,0,0,62,0,"4,556",300,369,280,310,342,280,274,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,164,40,34,8,42,40,"24,257"
18-Aug-18,"3,265","3,808",37,0,"3,053","1,300",974,0,0,73,229,64,71,58,0,0,0,0,66,45,69,56,145,22,28,0,0,0,48,0,"3,648",239,288,271,243,198,201,265,267,251,264,267,202,193,256,243,"3,238",0,"1,308",996,0,934,5,0,3,2,40,1,34,5,0,0,"19,368"
19-Aug-18,"3,263","3,808",37,0,"3,053","1,300",970,0,0,73,225,64,71,58,0,0,0,0,66,45,69,56,145,22,28,0,0,0,48,0,"3,648",239,288,271,243,198,201,265,267,251,264,267,202,193,256,243,"3,238",0,"1,308",996,0,934,5,0,3,2,40,1,34,5,0,0,"19,362"
20-Aug-18,"3,258","3,828",37,0,"3,050","1,296",993,0,0,74,247,66,71,57,0,0,0,0,67,47,69,56,142,21,27,0,0,0,49,0,"3,642",239,287,271,242,198,201,265,266,251,263,267,202,193,255,242,"3,242",0,"1,314",996,0,932,5,0,3,2,19,1,13,5,0,0,"19,370"
21-Aug-18,"3,254","3,837",37,0,"3,053","1,283",985,0,0,74,245,66,68,57,0,0,0,0,67,47,69,55,141,21,26,0,0,0,49,0,"3,632",239,286,270,242,198,200,265,266,250,263,267,202,193,252,239,"3,240",0,"1,313",995,0,932,5,0,3,2,20,1,13,6,0,0,"19,346"
22-Aug-18,"3,272","3,827",38,0,"3,056","1,300",996,0,0,74,258,65,68,57,0,0,0,0,68,47,69,55,140,20,26,0,0,0,49,0,"3,643",239,286,270,241,200,199,265,269,249,263,269,202,199,253,239,"3,242",0,"1,316",994,0,932,5,0,3,2,20,1,13,6,0,0,"19,399"
23-Aug-18,"3,267","3,850",38,0,"3,058","1,288","1,002",0,0,78,257,65,68,57,0,0,0,0,68,47,69,55,140,20,26,0,0,0,52,0,"3,644",239,285,270,243,200,199,268,269,248,263,269,202,199,251,239,"3,238",0,"1,314",994,0,930,5,0,3,2,24,1,17,6,0,0,"19,414"
24-Aug-18,"3,274","3,816",38,0,"3,061","1,319",993,0,0,78,257,65,66,57,0,0,0,0,68,46,70,52,136,20,26,0,0,0,52,0,"3,666",238,294,268,242,198,198,270,269,255,270,268,201,198,258,239,"3,234",0,"1,313",993,0,928,5,0,3,2,24,1,17,6,0,0,"19,430"
25-Aug-18,"3,275","3,792",38,0,"3,059","1,319","1,015",0,0,78,259,65,66,57,0,0,0,0,68,46,70,52,136,20,46,0,0,0,52,0,"3,664",238,294,268,242,198,198,270,269,254,269,268,201,198,258,239,"3,233",0,"1,313",993,0,927,5,0,3,2,25,1,17,6,0,1,"19,425"
26-Aug-18,"3,275","3,794",38,0,"3,061","1,319","1,013",0,0,78,259,64,66,56,0,0,0,0,68,46,70,52,136,20,46,0,0,0,52,0,"3,664",238,294,268,242,198,198,270,269,254,269,268,201,198,258,239,"3,231",0,"1,312",993,0,926,5,0,3,2,25,1,17,6,0,1,"19,425"
