date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,560","4,094",58,0,"3,082","1,793","1,372",0,0,124,324,96,102,102,0,0,0,0,62,58,93,93,178,28,50,0,0,0,62,0,"4,579",300,369,280,310,342,280,297,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,122,40,34,8,42,40,"24,142"
18-Nov-19,"3,244","3,673",23,0,"2,645","1,215",866,0,0,76,195,60,0,38,0,0,0,0,71,53,68,69,140,20,24,0,0,0,52,0,"4,287",298,292,271,310,328,278,312,278,348,277,279,280,162,276,298,"3,179",0,"1,240",999,0,940,7,0,4,3,27,3,20,4,0,0,"19,166"
19-Nov-19,"3,231","3,705",23,0,"2,651","1,227",857,0,0,73,193,59,0,38,0,0,0,0,71,53,67,67,140,20,24,0,0,0,52,0,"4,290",298,291,278,310,328,279,312,277,348,276,279,280,162,274,298,"3,177",0,"1,239",998,0,940,7,0,4,3,27,4,19,4,0,0,"19,195"
20-Nov-19,"3,228","3,719",23,0,"2,652","1,238",861,0,0,73,201,58,0,38,0,0,0,0,71,53,65,66,140,20,24,0,0,0,52,0,"4,283",300,293,275,310,327,277,312,277,347,276,279,280,162,271,297,"3,173",0,"1,238",997,0,938,7,0,4,3,27,4,19,4,0,0,"19,211"
21-Nov-19,"3,230","3,718",23,0,"2,654","1,238",843,0,0,77,185,57,0,38,0,0,0,0,71,49,65,66,140,20,23,0,0,0,52,0,"4,305",300,293,274,310,340,276,312,279,350,275,280,280,162,275,299,"3,171",0,"1,236",997,0,938,7,0,4,3,28,4,19,4,0,1,"19,217"
22-Nov-19,"3,231","3,689",22,0,"2,655","1,256",848,0,0,72,182,56,0,38,0,0,0,0,76,49,66,66,139,19,33,0,0,0,52,0,"4,321",300,291,274,309,340,276,323,280,351,278,279,279,162,279,300,"3,172",0,"1,235","1,000",0,937,7,0,4,3,28,4,19,4,0,1,"19,229"
23-Nov-19,"3,230","3,690",22,0,"2,655","1,256",845,0,0,72,180,56,0,38,0,0,0,0,76,49,66,66,139,19,32,0,0,0,52,0,"4,320",300,291,274,309,339,276,323,280,351,278,279,279,162,279,300,"3,173",0,"1,236","1,000",0,937,7,0,4,3,28,4,19,4,0,1,"19,226"
24-Nov-19,"3,227","3,690",22,0,"2,655","1,256",844,0,0,72,179,56,0,38,0,0,0,0,76,49,66,66,139,19,32,0,0,0,52,0,"4,319",300,291,274,309,339,276,323,280,351,277,279,279,162,279,300,"3,173",0,"1,236","1,000",0,937,7,0,4,3,28,4,19,4,0,1,"19,221"
25-Nov-19,"3,226","3,698",24,0,"2,647","1,279",824,0,0,71,164,56,0,38,0,0,0,0,76,49,66,66,137,19,30,0,0,0,52,0,"4,311",300,290,274,310,337,278,323,280,350,277,278,279,162,273,300,"3,167",0,"1,234",999,0,934,7,0,4,3,31,4,19,5,0,3,"19,214"
26-Nov-19,"3,235","3,695",24,0,"2,650","1,236",811,0,0,70,158,56,0,38,0,0,0,0,76,49,66,67,133,18,28,0,0,0,52,0,"4,314",300,294,273,310,337,277,323,279,352,280,278,278,161,272,300,"3,176",0,"1,236",999,0,941,7,0,4,3,31,4,19,5,0,3,"19,179"
