date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,449","3,204","1,485","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,163",294,280,280,280,274,280,355,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,578"
1-Aug-10,"3,452","3,255","3,160","1,620","1,617",75,84,67,96,85,94,87,81,93,85,91,93,229,92,83,83,99,"2,518",233,224,224,224,221,224,277,225,219,224,223,"5,296",897,"1,356",899,"1,198",946,11,4,5,2,6,30,"20,965"
2-Aug-10,"3,462","3,250","3,169","1,615","1,630",75,87,67,96,85,96,90,80,91,86,92,92,227,97,86,85,98,"2,521",234,223,224,224,221,224,277,225,221,224,224,"5,292",899,"1,355",899,"1,195",944,10,4,4,2,6,11,"20,966"
3-Aug-10,"3,458","3,263","3,170","1,598","1,632",75,89,70,96,85,94,89,85,91,84,92,91,226,97,88,85,95,"2,520",234,223,224,222,221,224,277,224,223,224,224,"5,300",901,"1,354",899,"1,196",950,10,4,4,2,6,14,"20,971"
4-Aug-10,"3,458","3,251","3,171","1,590","1,642",76,89,69,98,89,94,89,85,91,84,92,91,228,97,86,85,99,"2,522",234,223,224,224,221,224,277,223,224,224,224,"5,308",902,"1,359",899,"1,197",951,10,4,4,2,6,14,"20,972"
5-Aug-10,"3,462","3,247","3,170","1,608","1,639",76,89,69,97,87,94,89,85,90,84,92,91,227,100,86,85,98,"2,524",234,223,224,224,221,224,277,225,224,224,224,"5,321",905,"1,365",900,"1,200",951,10,4,4,2,6,7,"20,994"
6-Aug-10,"3,455","3,241","3,166","1,592","1,662",82,92,70,96,87,93,94,91,95,90,91,74,231,98,90,91,97,"2,517",233,224,223,222,220,224,273,226,224,224,224,"5,319",904,"1,364",900,"1,200",951,11,4,5,2,6,28,"20,997"
7-Aug-10,"3,453","3,239","3,165","1,592","1,659",80,92,70,96,87,93,94,91,95,90,90,74,231,98,90,91,97,"2,516",233,224,223,221,220,224,273,226,224,224,224,"5,318",903,"1,364",900,"1,200",951,11,4,5,2,6,27,"20,986"
8-Aug-10,"3,450","3,239","3,164","1,592","1,657",80,92,70,96,87,93,94,91,95,90,90,74,232,98,88,90,97,"2,514",233,224,223,220,220,224,273,225,224,224,224,"5,314",901,"1,363",899,"1,200",951,11,4,5,2,6,28,"20,975"
9-Aug-10,"3,454","3,247","3,163","1,602","1,674",82,94,72,100,86,94,93,92,95,89,91,75,232,100,89,90,100,"2,521",231,224,224,224,220,224,276,226,224,224,224,"5,312",900,"1,362",901,"1,198",951,11,4,5,2,6,11,"21,001"
