date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,818","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,611"
1-Dec-12,"3,379","3,332",0,"3,185","2,296","1,463",89,74,64,70,69,61,66,72,88,73,89,92,245,101,67,51,92,"4,350",300,368,279,300,280,280,274,280,339,279,279,277,237,279,299,"4,257",0,"1,143",995,"1,214",905,14,5,5,4,0,14,"22,290"
2-Dec-12,"3,379","3,333",0,"3,188","2,296","1,458",88,74,63,69,69,60,66,72,88,73,89,92,244,101,67,51,92,"4,348",300,368,279,300,280,280,274,280,339,278,278,277,237,279,299,"4,254",0,"1,143",995,"1,214",902,14,5,5,4,0,14,"22,284"
3-Dec-12,"3,380","3,336",0,"3,190","2,288","1,457",88,74,63,69,68,60,67,72,88,73,89,93,244,101,66,51,91,"4,350",300,368,279,300,280,280,274,279,340,279,279,277,236,280,299,"4,263",0,"1,142",995,"1,225",901,13,5,5,3,0,12,"22,289"
4-Dec-12,"3,377","3,351",0,"3,188","2,281","1,457",88,73,63,69,68,60,66,71,88,73,89,92,248,101,66,52,90,"4,357",299,368,278,300,280,280,273,277,340,278,281,280,244,281,298,"4,265",0,"1,138",995,"1,227",905,13,5,5,3,0,6,"22,295"
5-Dec-12,"3,372","3,355",0,"3,181","2,309","1,476",88,72,64,69,76,60,66,70,91,78,90,91,254,100,66,52,89,"4,357",300,367,278,300,279,279,274,277,340,280,280,279,243,281,300,"4,260",0,"1,134",994,"1,227",905,14,5,6,3,0,6,"22,330"
6-Dec-12,"3,376","3,374",0,"3,161","2,302","1,475",86,72,64,69,76,60,65,70,90,78,90,91,254,99,66,51,94,"4,358",300,368,280,300,280,280,274,280,340,277,280,279,241,279,300,"4,254",0,"1,128",994,"1,227",905,14,5,6,3,0,6,"22,320"
7-Dec-12,"3,378","3,346",0,"3,206","2,306","1,475",88,73,64,69,76,59,65,69,94,78,93,88,254,96,67,51,91,"4,358",300,369,278,300,278,280,274,280,340,280,280,280,241,279,299,"4,241",0,"1,128",993,"1,215",905,14,5,6,3,0,8,"22,332"
8-Dec-12,"3,377","3,343",0,"3,203","2,306","1,474",87,73,64,69,76,59,65,69,94,78,93,88,254,96,67,51,91,"4,355",300,369,278,300,278,280,274,280,340,279,280,280,241,278,298,"4,241",0,"1,128",993,"1,215",905,14,5,6,3,0,9,"22,322"
9-Dec-12,"3,378","3,338",0,"3,205","2,306","1,472",86,73,64,69,75,59,65,69,94,78,93,88,254,96,67,51,91,"4,351",300,368,278,300,278,280,274,279,340,278,280,280,240,278,298,"4,239",0,"1,126",993,"1,215",905,14,5,6,3,0,10,"22,313"
