"Certified Public Manager Program - Employee Training",""
"Certified Public Manager Program Participants","9"
"Basic Supervisory Program Participants","8"
"CPM Levels 1 thru 3 Participants","5"
"CPM Levels 4 thru 6 Participants","4"
"Completed Certified Supervisor Program","2"
"Completed Certified Public Manager Program","0"
