"MARSHALL COUNTY CORRECTIONAL FACILITY","",""
"Program Area","Enrollment Capacity","Program Length"
"Adjustment Skills","22","45 Days"
"Computer","32","26 Weeks"
"GED","66","N/A"
"Culinary Arts","15","12 Months"
"Horticulture","22","26 Weeks"
"Literacy","18","Ongoing"
