"SWINE OPERATION",""
"Litters Weaned","806"
"Average Litter","7.99"
"Number Weaned","6,439"
"Number Feeder hogs marketed","5,159"
"$ Feeder hogs marketed","$ 546,233.00"
"Finishers Processed","1,156"
"Processed Weight of Cull Sows & Finishers","110,228"
"Non-Cash Value","$ 91,482.00"
"Raised Gilts into Breeding Herd","178"
"Current inventory for breeding, farrowing,
fininshing and nursery","4,449"
