"WILKINSON COUNTY CORRECTIONAL FACILITY","",""
"Program Area","Enrollment Capacity","Program Length"
"Computer Aided GED","44","5 Months"
"Building Trades","66","10 Months"
"Life Principles Community Program","40","9 Months"
"ABE-I","50","N/A"
"Horticulture","44","N/A"
