"SWINE OPERATION",""
"Litters Weaned","989"
"Average Litter","8.91"
"Number Weaned","8,814"
"Number Feeder Hogs Marketed","6,318"
"Feeder Hogs Marketed","$ 734,988"
"Finishers Processed","1,131"
"Processed Weight of Cull Sows & Finishers","103,094"
"Non-Cash Value","$ 85,568"
"Raised Gilts into Breeding Herd","178"
"Current Inventory for Breeding, Farrowing, Fininshing and Nursery","4,898"
