"BOLIVAR COUNTY CORRECTIONAL FACILITY","",""
"Program Area","Enrollment Capacity","Program Length"
"Aftercare Pre-Release Education","10","Open Entry/Exit"
"Advanced Computer Skills","10","6 Weeks"
"Anger Management","20","12 Weeks"
"Basic Computer","10","6 Weeks"
"Basic Construction","15","36 Weeks"
"Computer Keyboard","10","6 Weeks"
"General Educational Development","25","Open Entry/Exit"
