"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","1","0","0","19","76.00%"
"0","0","0","0","4","16.00%"
"0","1","0","0","1","4.00%"
"0","0","0","0","1","4.00%"
"0","2","0","0","25","100.00%"
