"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","3","10.71%"
"0","0","0","0","22","78.57%"
"0","0","0","0","3","10.71%"
"0","0","0","0","28","100.00%"
