"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","11","2.03%"
"8","3","0","0","256","47.23%"
"0","1","0","0","3",".55%"
"9","3","0","0","237","43.73%"
"1","0","0","0","35","6.46%"
"18","7","0","0","542","100.00%"
