"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","1","3.85%"
"0","0","0","0","1","3.85%"
"0","0","0","0","4","15.38%"
"0","0","0","0","6","23.08%"
"0","0","0","0","1","3.85%"
"0","0","0","0","2","7.69%"
"0","0","0","0","2","7.69%"
"0","0","0","0","1","3.85%"
"0","1","0","0","3","11.54%"
"0","0","0","0","2","7.69%"
"0","0","0","0","3","11.54%"
"0","1","0","0","26","100.00%"
