"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"13","40","0","0","676","43.28%"
"9","6","0","0","371","23.75%"
"0","0","0","0","7",".45%"
"0","2","0","0","16","1.02%"
"5","3","0","0","231","14.79%"
"2","6","0","0","64","4.10%"
"0","1","0","0","50","3.20%"
"0","0","0","0","25","1.60%"
"0","0","0","0","4",".26%"
"2","3","0","0","110","7.04%"
"0","0","0","0","8",".51%"
"31","61","0","0","1,562","100.00%"
