"RACE","","",""
"","MALE","FEMALE TOTAL",""
"White","189","7","196"
"Black","167","0","167"
"Hispanic","5","0","5"
"Other","0","0","0"
"Unknown Race","1","0","1"
"Unknown Gender","0","0","0"
"TOTAL","362","7","369"
