"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"1","0","0","0","34","6.28%"
"0","1","0","0","18","3.33%"
"15","15","0","0","201","37.15%"
"6","7","0","0","133","24.58%"
"0","0","0","0","9","1.66%"
"7","2","0","0","82","15.16%"
"0","0","0","0","39","7.21%"
"0","2","0","0","25","4.62%"
"29","27","0","0","541","100.00%"
