"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"1","0","0","0","7","20.59%"
"0","0","0","0","9","26.47%"
"0","0","0","0","1","2.94%"
"0","0","0","0","8","23.53%"
"0","0","0","0","3","8.82%"
"0","0","0","0","5","14.71%"
"0","0","0","0","1","2.94%"
"1","0","0","0","34","100.00%"
