"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"31","61","0","0","1,562","16.38%"
"12","6","0","0","211","2.21%"
"207","299","1","1","2,676","28.06%"
"98","229","6","0","2,407","25.24%"
"18","7","0","0","542","5.68%"
"75","47","0","0","1,297","13.60%"
"0","7","0","0","369","3.87%"
"38","12","0","0","474","4.97%"
"479","668","7","1","9,538","100.00%"
