"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"5","8","0","0","47","1.76%"
"1","0","0","0","7",".26%"
"0","1","0","0","3",".11%"
"0","0","0","0","1",".04%"
"0","0","0","0","1",".04%"
"0","0","0","0","1",".04%"
"0","3","0","0","69","2.58%"
"0","0","0","0","5",".19%"
"0","4","0","0","13",".49%"
"0","0","0","0","5",".19%"
"1","3","1","0","19",".71%"
"4","13","0","0","81","3.03%"
"0","1","0","0","1",".04%"
"0","0","0","0","1",".04%"
"8","7","0","0","41","1.53%"
