"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"4","0","0","0","56","68.29%"
"1","0","0","0","9","10.98%"
"0","1","0","0","5","6.10%"
"0","0","0","0","1","1.22%"
"0","0","0","0","2","2.44%"
"2","1","0","0","9","10.98%"
"7","2","0","0","82","100.00%"
