"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"98","229","6","0","2,407","64.98%"
"75","47","0","0","1,297","35.02%"
"173","276","6","0","3,704","100.00%"
