"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","2","5.13%"
"0","0","0","0","1","2.56%"
"0","0","0","0","1","2.56%"
"0","0","0","0","5","12.82%"
"0","0","0","0","5","12.82%"
"0","0","0","0","4","10.26%"
"0","0","0","0","3","7.69%"
"0","0","0","0","1","2.56%"
"0","0","0","0","8","20.51%"
"0","0","0","0","4","10.26%"
"0","0","0","0","5","12.82%"
"0","0","0","0","39","100.00%"
