"","Mississippi Department of Corrections",""
"","Fact Sheet",""
"","As of May 1, 2015",""
"Death Row","41","6"
"Habitual Lifers","251","52"
"Habitual","1,761","137"
"Life","1,569","237"
"Armed Robbery (Mandatory)","2,119","12"
"Disclaimer:  These crimes and sentences are based on primary offense and current booking.  Sex offenses are based on all offenses under the current conviction.","",""
