"","Mississippi Department of Corrections",""
"","Fact Sheet",""
"","As of March 4, 2015",""
"Death Row","41","6"
"Habitual Lifers","249","53"
"Habitual","1,756","144"
"Life","1,562","237"
"Armed Robbery (Mandatory)","2,110","12"
"Disclaimer:  These crimes and sentences are based on primary offense and current booking.  Sex offenses are based on all offenses under the current conviction.","",""
