"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"4","0","0","0","33","50.77%"
"3","1","0","0","14","21.54%"
"1","0","0","0","5","7.69%"
"0","0","0","0","3","4.62%"
"1","2","0","0","10","15.38%"
"1","2","0","0","65","100.00%"
