"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","3","0","0","32","6.48%"
"0","1","0","0","18","3.64%"
"14","17","0","0","211","42.71%"
"6","4","0","0","96","19.43%"
"1","0","0","0","10","2.02%"
"9","3","0","0","65","13.16%"
"0","0","0","0","36","7.29%"
"4","1","0","0","26","5.26%"
"34","29","0","0","494","100.00%"
