"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"57","8","0","0","656","55.36%"
"16","16","0","0","238","20.08%"
"0","1","0","0","3","0.25%"
"7","7","1","0","144","12.15%"
"0","4","0","0","28","2.36%"
"0","3","0","0","33","2.78%"
"4","10","0","0","83","7.00%"
"84","49","1","0","1,185","100.00%"
