"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","1","0","0","35","34.31%"
"0","0","0","0","6","5.88%"
"0","0","0","0","10","9.80%"
"0","0","0","0","4","3.92%"
"0","0","0","0","29","28.43%"
"0","0","0","0","7","6.86%"
"0","0","0","0","3","2.94%"
"1","0","0","0","8","7.84%"
"1","1","0","0","102","100.00%"
