"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","5","1.49%"
"0","0","0","0","10","2.99%"
"0","1","0","0","5","1.49%"
"0","0","0","0","16","4.78%"
"0","0","0","0","17","5.07%"
"0","0","0","0","18","5.37%"
"0","0","0","0","16","4.78%"
"0","0","0","0","6","1.79%"
"0","0","0","0","20","5.97%"
"0","0","0","0","5","1.49%"
"1","2","0","0","114","34.03%"
"0","0","0","0","67","20.00%"
"1","0","0","0","36","10.75%"
"2","3","0","0","335","100.00%"
