"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","1","3.85%"
"4","0","0","0","20","76.92%"
"0","0","0","0","1","3.85%"
"0","0","0","0","2","7.69%"
"0","1","0","0","1","3.85%"
"0","0","0","0","1","3.85%"
"4","1","0","0","26","100.00%"
