"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","1","2.78%"
"0","0","0","0","2","5.56%"
"0","0","0","0","1","2.78%"
"0","0","0","0","2","5.56%"
"0","0","0","0","1","2.78%"
"0","0","0","0","1","2.78%"
"0","0","0","0","3","8.33%"
"0","0","0","0","2","5.56%"
"0","0","0","0","2","5.56%"
"0","0","0","0","10","27.78%"
"0","0","0","0","4","11.11%"
"0","0","0","0","7","19.44%"
"0","0","0","0","36","100.00%"
