"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"23","60","0","0","1,566","16.46%"
"17","3","0","0","204","2.14%"
"192","304","2","3","2,811","29.55%"
"77","204","2","3","2,341","24.61%"
"13","5","0","0","557","5.85%"
"84","49","1","0","1,185","12.46%"
"2","3","0","0","335","3.52%"
"41","11","1","0","515","5.41%"
"449","639","6","6","9,514","100.00%"
