"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","24","82.76%"
"0","0","0","0","5","17.24%"
"0","0","0","0","29","100.00%"
