"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","5","0.32%"
"0","0","0","0","31","1.98%"
"1","0","0","0","3","0.19%"
"1","4","0","0","43","2.75%"
"0","0","0","0","3","0.19%"
"0","0","0","0","21","1.34%"
"1","4","0","0","106","6.77%"
"5","9","0","0","386","24.65%"
"0","0","0","0","14","0.89%"
"11","38","0","0","692","44.19%"
"4","3","0","0","257","16.41%"
"0","2","0","0","5","0.32%"
"23","60","0","0","1,566","100.00%"
