"OFFENSE","AVERAGE SENTENCE LENGTH IN YEARS","",""
"Homicide/Manslaughter","","38.33",""
"Sex Offense","","20.00",""
"Robbery","","16.41",""
"Violent","","12.59",""
"Sale of Drugs","","10.36",""
"Burglary","","8.19",""
"Possession of Drugs","","7.18",""
"Property","","5.33",""
