"OFFENSE","AVERAGE AGE AT TIME OF OFFENSE","",""
"Property","","34.19",""
"Sex Offense","","33.52",""
"Possession of Drugs","","32.59",""
"Sale of Drugs","","31.27",""
"Violent","","30.67",""
"Burglary","","28.63",""
"Homicide/Manslaughter","","28.13",""
"Robbery","","25.25",""
