"OFFENSE","AVERAGE SENTENCE LENGTH IN YEARS","",""
"Burglary","","9.06",""
"Homicide/Manslaughter","","38.07",""
"Property","","5.25",""
"Possession of Drugs","","8.16",""
"Robbery","","17.00",""
"Sale of Drugs","","12.23",""
"Sex Offense","","18.97",""
"Violent","","13.56",""
