"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15,104","67.68%","1,013","45.82%","16,117","65.71%"
"White","6,931","31.06%","1,167","52.78%","8,098","33.02%"
"Hispanic","213",".95%","20",".90%","233",".95%"
"Native American","31",".14%","8",".36%","39",".16%"
"Asian","28",".13%","3",".14%","31",".13%"
"Data Unavailable","9",".04%","0",".00%","9",".04%"
"TOTAL","22,316","100.00%","2,211","100.00%","24,527","100.00%"
