"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12340","64.78%","653","37.92%","12993","62.55%"
"White","6441","33.81%","1046","60.74%","7487","36.05%"
"Hispanic","188",".99%","15",".87%","203",".98%"
"Native American","26",".14%","3",".17%","29",".14%"
"Asian","46",".24%","2",".12%","48",".23%"
"unknown","8",".04%","3",".17%","11",".05%"
"TOTAL","19049","100.00%","1722","100.00%","20771","100.00%"
