"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14415","71.54%","1142","58.87%","15557","70.43%"
"White","5620","27.89%","779","40.15%","6399","28.97%"
"Hispanic","69","0.34%","6","0.31%","75","0.34%"
"Native American","25","0.12%","7","0.36%","32","0.14%"
"Asian","19","0.09%","6","0.31%","25","0.11%"
"Data Unavailable","1","0.00%","0","0.00%","1","0.00%"
"TOTAL","20149","100.00%","1940","100.00%","22089","100.00%"
