"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15142","67.42%","950","44.08%","16092","65.38%"
"White","7031","31.31%","1183","54.90%","8214","33.37%"
"Hispanic","208",".93%","13",".60%","221",".90%"
"Native American","32",".14%","7",".32%","39",".16%"
"Asian","35",".16%","2",".09%","37",".15%"
"unknown","10",".04%","0",".00%","10",".04%"
"TOTAL","22458","100.00%","2155","100.00%","24613","100.00%"
